,favorite_count,tweet_id,retweet_count
965,0,855138241867124737,48
966,53100,866334964761202691,14785
967,277,669749430875258880,67
968,168,667065535570550784,48
969,2679,692187005137076224,889
970,1156,671182547775299584,359
971,13235,780074436359819264,5555
972,4365,684097758874210310,1567
973,8643,786286427768250368,3189
974,0,788070120937619456,3808
975,5159,855860136149123072,1085
976,1700,674265582246694913,893
977,0,788552643979468800,8056
978,0,787111942498508800,7479
979,0,776819012571455488,15229
980,12670,776113305656188928,4827
981,10944,775350846108426240,4346
982,20909,871102520638267392,5551
983,20512,869227993411051520,3841
984,9383,852912242202992640,1946
985,13608,850380195714523136,2787
986,0,885311592912609280,18504
987,3777,746056683365994496,894
988,32549,783839966405230592,12041
989,2242,676121918416756736,1248
990,0,780476555013349377,129
991,15981,779056095788752897,5029
992,2116,684122891630342144,515
993,7696,878281511006478336,1290
994,27280,875097192612077568,6039
995,32464,885984800019947520,6780
996,0,878316110768087041,6645
997,7818,683515932363329536,3162
998,1229,673583129559498752,388
999,2327,673213039743795200,888
1000,5637,746818907684614144,1876
1001,4300,745789745784041472,1164
1002,4496,743253157753532416,1313
1003,9500,684594889858887680,3842
1004,3692,684188786104872960,1272
1005,33603,679462823135686656,20435
1006,3508,711306686208872448,793
1007,1482,672475084225949696,733
1008,1817,680494726643068929,524
1009,11422,793241302385262592,3666
1010,5100,767884188863397888,1547
1011,1460,671390180817915904,766
1012,508,674742531037511680,54
1013,28414,856282028240666624,6608
1014,3647,706346369204748288,997
1015,2123,689280876073582592,780
1016,1638,693622659251335168,399
1017,6863,777885040357281792,1822
1018,1615,670073503555706880,826
1019,0,772615324260794368,3724
1020,4058,731156023742988288,1376
1021,1295,673705679337693185,418
1022,736,750381685133418496,35
1023,2131,709179584944730112,728
1024,0,851861385021730816,23
1025,45608,883482846933004288,9916
1026,23790,882992080364220416,3902
1027,21141,880872448815771648,3804
1028,28331,880465832366813184,6269
1029,22177,879862464715927552,3489
1030,40557,872486979161796608,9055
1031,25851,865718153858494464,5742
1032,24040,860524505164394496,5441
1033,15847,858843525470990336,3601
1034,0,860177593139703809,31948
1035,0,857062103051644929,178
1036,44373,849051919805034497,9117
1037,20229,884162670584377345,2968
1038,37970,871879754684805121,11288
1039,8888,863079547188785154,1126
1040,0,860981674716409858,2233
1041,25250,851464819735769094,7524
1042,926,778764940568104960,407
1043,2736,691321916024623104,715
1044,522,669942763794931712,174
1045,479,668528771708952576,235
1046,4378,684588130326986752,1528
1047,1075,668636665813057536,507
1048,2669,690015576308211712,803
1049,3688,731285275100512256,1068
1050,5164,730196704625098752,2079
1051,8639,812466873996607488,2144
1052,17406,840370681858686976,4941
1053,752,823333489516937216,29
1054,11760,818536468981415936,2750
1055,8245,814986499976527872,1437
1056,3502,740359016048689152,928
1057,15770,807621403335917568,4111
1058,0,800855607700029440,1815
1059,2538,681231109724700672,525
1060,735,672481316919734272,128
1061,11570,773985732834758656,4308
1062,0,834477809192075265,11662
1063,0,821421320206483457,6195
1064,0,819015331746349057,20961
1065,36902,817423860136083457,16654
1066,7850,811985624773361665,1566
1067,15878,810254108431155201,3735
1068,4259,729854734790754305,1211
1069,2353,709449600415961088,641
1070,2582,700796979434098688,1038
1071,4311,772102971039580160,1020
1072,4224,760252756032651264,950
1073,2607,674793399141146624,1162
1074,0,768909767477751808,2991
1075,400,667878741721415682,121
1076,163,666094000022159362,73
1077,25044,875747767867523072,4293
1078,7342,847617282490613760,452
1079,27777,886258384151887873,6244
1080,438,670338931251150849,117
1081,3608,689517482558820352,1555
1082,7865,755955933503782912,3166
1083,1309,677301033169788928,443
1084,327,668627278264475648,118
1085,5070,710609963652087808,2539
1086,0,760153949710192640,35
1087,10085,685325112850124800,4344
1088,0,754874841593970688,8803
1089,17782,843604394117681152,2965
1090,21063,846874817362120707,4211
1091,273,821153421864615936,10
1092,7014,793135492858580992,2782
1093,1587,706153300320784384,417
1094,220,667062181243039745,55
1095,5810,710117014656950272,2147
1096,3481,707377100785885184,1166
1097,61198,678399652199309312,29868
1098,1419,677918531514703872,439
1099,5089,677895101218201600,2278
1100,2873,677187300187611136,988
1101,1970,676533798876651520,597
1102,2390,675845657354215424,952
1103,1100,674447403907457024,376
1104,579,674330906434379776,77
1105,13916,673320132811366400,8357
1106,801,670780561024270336,298
1107,164,666435652385423360,53
1108,5594,761334018830917632,1599
1109,3603,677961670166224897,1814
1110,2050,677662372920729601,1050
1111,839,670783437142401025,412
1112,398,669564461267722241,129
1113,2909,688916208532455424,947
1114,527,669597912108789760,157
1115,1708,673352124999274496,567
1116,374,669393256313184256,79
1117,5705,780459368902959104,1183
1118,5340,719551379208073216,2091
1119,537,669684865554620416,91
1120,2167,694352839993344000,672
1121,0,791026214425268224,4599
1122,1978,776088319444877312,168
1123,0,761750502866649088,4344
1124,770,666786068205871104,490
1125,0,777641927919427584,4721
1126,1879,682808988178739200,196
1127,3446,674053186244734976,1378
1128,414,671357843010908160,153
1129,4519,768855141948723200,984
1130,3187,699072405256409088,1286
1131,2290,683030066213818368,795
1132,0,798686750113755136,2595
1133,14277,798933969379225600,5006
1134,8054,798925684722855936,1600
1135,15862,822610361945911296,3274
1136,13101,817120970343411712,2909
1137,11909,803638050916102144,4630
1138,1500,673359818736984064,701
1139,1732,671763349865160704,967
1140,218,666835007768551424,80
1141,32374,784057939640352768,12424
1142,7610,713177543487135744,3064
1143,1105,668641109086707712,560
1144,3269,679777920601223168,1212
1145,31034,814153002265309185,9672
1146,0,798697898615730177,7265
1147,11717,796031486298386433,4123
1148,2904,734912297295085568,557
1149,1211,666051853826850816,845
1150,1422,673576835670777856,588
1151,0,803692223237865472,8292
1152,15724,797545162159308800,5424
1153,8778,799063482566066176,2745
1154,10373,794332329137291264,2951
1155,1472,747651430853525504,171
1156,19987,718631497683582976,8732
1157,11365,813096984823349248,4016
1158,16582,800141422401830912,2857
1159,4403,715009755312439296,1331
1160,12625,824325613288833024,11460
1161,24863,819227688460238848,7410
1162,9688,802572683846291456,2802
1163,10185,786595970293370880,3456
1164,3251,689154315265683456,1090
1165,6880,769695466921623552,1833
1166,0,804413760345620481,3587
1167,13074,712717840512598017,5401
1168,1745,692142790915014657,426
1169,1987,690400367696297985,490
1170,1588,681242418453299201,589
1171,815,668979806671884288,367
1172,1896,675534494439489536,446
1173,29565,853760880890318849,6121
1174,5180,762316489655476224,1242
1175,13360,751251247299190784,6436
1176,9601,831552930092285952,2517
1177,4165,753026973505581056,1067
1178,505,667911425562669056,315
1179,11057,806542213899489280,2643
1180,1755,673148804208660480,659
1181,1246,670717338665226240,518
1182,111,666058600524156928,57
1183,15501,768970937022709760,7227
1184,4721,752660715232722944,1728
1185,521,666454714377183233,208
1186,0,807059379405148160,8191
1187,13604,808001312164028416,3936
1188,898,671166507850801152,368
1189,6949,831315979191906304,1224
1190,4066,772152991789019136,1239
1191,20073,891087950875897856,3093
1192,31672,890240255349198849,7370
1193,32981,892177421306343426,6240
1194,4806,728035342121635841,1806
1195,30063,878604707211726852,7196
1196,23440,774314403806253056,6189
1197,105136,879415818425184262,44017
1198,12479,765222098633691136,3724
1199,30646,822462944365645825,16276
1200,19642,847606175596138505,3633
1201,13121,820690176645140481,3567
1202,0,838831947270979586,12041
1203,10205,747103485104099331,4361
1204,6770,770414278348247044,2272
1205,0,815745968457060357,4599
1206,32401,776218204058357768,17710
1207,0,779124354206535695,20435
1208,2024,703356393781329922,420
1209,0,757729163776290825,8919
1210,2817,701545186879471618,662
1211,3516,700002074055016451,1459
1212,11301,783695101801398276,3585
1213,9249,772877495989305348,4291
1214,7434,745712589599014916,2531
1215,1989,695767669421768709,808
1216,2661,687818504314159109,1029
1217,1618,674014384960745472,685
1218,1491,673686845050527744,457
1219,619,670786190031921152,210
1220,15205,681523177663676416,6326
1221,499,666293911632134144,354
1222,6421,752682090207055872,1760
1223,5587,737826014890496000,1919
1224,9880,789268448748703744,2886
1225,5710,761227390836215808,1709
1226,5147,716080869887381504,1875
1227,2734,706644897839910912,1186
1228,9767,802952499103731712,2241
1229,28329,765395769549590528,3735
1230,4802,761292947749015552,1209
1231,2043,708109389455101952,585
1232,1972,676606785097199616,470
1233,2217,701601587219795968,499
1234,233,666644823164719104,83
1235,0,770093767776997377,3354
1236,5573,765669560888528897,1341
1237,3170,714258258790387713,775
1238,4010,766008592277377025,542
1239,4110,720059472081784833,1221
1240,6300,699446877801091073,2834
1241,1984,698355670425473025,487
1242,1596,690348396616552449,553
1243,6694,793150605191548928,1907
1244,11976,758828659922702336,4205
1245,7363,752917284578922496,1721
1246,1791,690248561355657216,446
1247,22922,881268444196462592,5144
1248,16574,793195938047070209,6281
1249,2273,680191257256136705,549
1250,17702,680055455951884288,7740
1251,473,667405339315146752,223
1252,838,667885044254572545,506
1253,24252,700747788515020802,10166
1254,5865,678708137298427904,2638
1255,1737,672975131468300288,964
1256,2708,676575501977128964,1205
1257,342,670003130994700288,96
1258,422,667782464991965184,249
1259,570,668268907921326080,246
1260,1452,689977555533848577,484
1261,8654,863062471531167744,2534
1262,2575,697482927769255936,737
1263,8004,700143752053182464,2991
1264,4401,690938899477221376,2168
1265,577,668142349051129856,296
1266,1157,674436901579923456,417
1267,738,668631377374486528,330
1268,18565,822975315408461824,3800
1269,8161,753375668877008896,2558
1270,39725,753039830821511168,22976
1271,3685,718971898235854848,1186
1272,6063,817415592588222464,1073
1273,13082,762699858130116608,3990
1274,21491,833124694597443584,5295
1275,12048,832273440279240704,2557
1276,10223,834458053273591808,1826
1277,0,829878982036299777,5516
1278,7901,828376505180889089,1170
1279,21294,820078625395449857,6958
1280,10620,818614493328580609,2869
1281,10078,813172488309972993,2135
1282,7341,789599242079838210,2165
1283,25006,773308824254029826,8263
1284,8044,767500508068192258,2569
1285,5170,720043174954147842,2167
1286,2304,705066031337840642,657
1287,16791,826115272272650244,3452
1288,8587,772826264096874500,2572
1289,14653,768473857036525572,3789
1290,5623,747219827526344708,1723
1291,4934,746507379341139972,1174
1292,6933,802265048156610565,1517
1293,1691,717428917016076293,491
1294,878,674372068062928900,326
1295,335,670778058496974848,74
1296,2219,675145476954566656,961
1297,894,672160042234327040,377
1298,19376,857029823797047296,4168
1299,34907,886983233522544640,7736
1300,3199,723673163800948736,962
1301,0,847978865427394560,3487
1302,3504,728653952833728512,1125
1303,28106,882762694511734784,4901
1304,3997,738885046782832640,1237
1305,2868,714485234495041536,1255
1306,8549,848213670039564288,804
1307,26355,848690551926992896,4617
1308,532,670427002554466305,172
1309,20284,885518971528720385,3743
1310,4230,736365877722001409,1358
1311,6168,687109925361856513,2680
1312,2375,682393905736888321,742
1313,1741,681340665377193984,302
1314,3426,680940246314430465,1147
1315,1713,675898130735476737,612
1316,1464,674045139690631169,675
1317,1096,673270968295534593,387
1318,1207,671141549288370177,684
1319,2197,685307451701334016,478
1320,3964,670319130621435904,1291
1321,2291,670079681849372674,1307
1322,255,666826780179869698,97
1323,10185,746757706116112384,4238
1324,2904,687826841265172480,1231
1325,27269,872967104147763200,5427
1326,0,877611172832227328,80
1327,4823,719704490224398336,1570
1328,2251,710283270106132480,559
1329,3348,750056684286914561,976
1330,1157,674739953134403584,420
1331,724,668779399630725120,384
1332,8776,671729906628341761,4572
1333,150,668967877119254528,25
1334,1622,697995514407682048,362
1335,1019,688804835492233216,213
1336,1629,669571471778410496,1053
1337,2942,699779630832685056,1339
1338,16071,858107933456039936,3026
1339,0,847971574464610304,463
1340,11431,823939628516474880,2996
1341,0,822163064745328640,5327
1342,9905,813202720496779264,2006
1343,27718,882627270321602560,6071
1344,14285,809084759137812480,3905
1345,9400,787810552592695296,3403
1346,0,783347506784731136,6253
1347,18659,782722598790725632,6007
1348,1517,689999384604450816,410
1349,22631,871032628920680449,3844
1350,76893,884925521741709313,18328
1351,5360,796125600683540480,1992
1352,19625,743595368194129920,7129
1353,27752,835172783151792128,6276
1354,14262,833863086058651648,2631
1355,12717,832397543355072512,2440
1356,147,838085839343206401,0
1357,13383,836677758902222849,2426
1358,6715,828409743546925057,1265
1359,13397,828372645993398273,3228
1360,16505,827653905312006145,3307
1361,11318,827199976799354881,2467
1362,5484,826598799820865537,281
1363,7771,819347104292290561,1334
1364,10658,813081950185472002,3084
1365,7711,802600418706604034,1640
1366,8510,830956169170665475,1645
1367,16125,824297048279236611,4267
1368,0,794355576146903043,11497
1369,4600,742161199639494656,1489
1370,3196,715342466308784130,738
1371,32976,816450570814898180,9023
1372,2284,676948236477857792,939
1373,326,668902994700836864,106
1374,1370,678334497360859136,288
1375,1668,678255464182861824,401
1376,1717,675870721063669760,606
1377,1177,674774481756377088,505
1378,6448,674468880899788800,2182
1379,1001,672640509974827008,338
1380,1150,672488522314567680,455
1381,8704,671896809300709376,4343
1382,585,670417414769758208,337
1383,763,670374371102445568,280
1384,444,666411507551481857,325
1385,1637,673612854080196609,763
1386,1169,672482722825261057,635
1387,5719,678424312106393600,2757
1388,2816,675853064436391936,1389
1389,1709,671163268581498880,1157
1390,215,667915453470232577,58
1391,988,666649482315059201,610
1392,2819,691444869282295808,918
1393,296,666057090499244032,141
1394,3570,679511351870550016,1391
1395,3889,733822306246479872,1094
1396,6262,753655901052166144,2390
1397,14170,822859134160621569,2521
1398,0,800443802682937345,4827
1399,9986,793845145112371200,2095
1400,6473,766423258543644672,1757
1401,444,670403879788544000,163
1402,3119,704499785726889984,1081
1403,248,666996132027977728,96
1404,3272,675497103322386432,1381
1405,2314,676957860086095872,869
1406,1464,671879137494245376,721
1407,509,669324657376567296,214
1408,1800,729838605770891264,415
1409,5233,722613351520608256,1763
1410,8514,711968124745228288,2494
1411,3371,715928423106027520,946
1412,3258,708469915515297792,888
1413,2394,704859558691414016,593
1414,3239,699801817392291840,1041
1415,2190,699413908797464576,672
1416,5041,698262614669991936,2175
1417,6301,679111216690831360,2770
1418,1354,675489971617296384,634
1419,435,666701168228331520,222
1420,3203,697255105972801536,1258
1421,2790,669354382627049472,1327
1422,544,668872652652679168,310
1423,8391,743510151680958465,4013
1424,17799,698195409219559425,6467
1425,1727,677314812125323265,580
1426,361,670468609693655041,89
1427,473,669367896104181761,165
1428,642,669363888236994561,239
1429,496,667724302356258817,328
1430,2738,667165590075940865,1173
1431,2195,706901761596989440,647
1432,1121,677530072887205888,242
1433,340,667546741521195010,129
1434,3146,747885874273214464,1082
1435,5346,737678689543020544,1453
1436,12937,771770456517009408,3755
1437,4428,761599872357261312,1293
1438,10666,741099773336379392,6015
1439,113,738891149612572673,6
1440,2325,748568946752774144,730
1441,9404,780192070812196864,2483
1442,5019,778624900596654080,1123
1443,5490,725729321944506368,1926
1444,20846,841320156043304961,5878
1445,23953,838476387338051585,5241
1446,0,835309094223372289,22976
1447,14786,842115215311396866,3273
1448,22407,837366284874571778,5767
1449,15636,836380477523124226,3218
1450,10780,826598365270007810,2585
1451,0,775898661951791106,17429
1452,3894,690005060500217858,1833
1453,2609,679862121895714818,676
1454,9198,774757898236878852,1961
1455,7883,770655142660169732,1923
1456,7092,760656994973933572,2115
1457,11447,748977405889503236,3722
1458,3459,686386521809772549,957
1459,2505,680801747103793152,897
1460,3190,695816827381944320,1274
1461,226,667171260800061440,92
1462,1069,674644256330530816,288
1463,30219,854482394044301312,7233
1464,7607,765371061932261376,2370
1465,2084,679877062409191424,695
1466,2201,680934982542561280,479
1467,3391,750041628174217216,676
1468,2897,750026558547456000,864
1469,5738,670826280409919488,4254
1470,587,668815180734689280,283
1471,5400,768596291618299904,1408
1472,11144,756526248105566208,3971
1473,401,668625577880875008,140
1474,336,667801013445750784,97
1475,0,667550904950915073,35
1476,1854,674024893172875264,1298
1477,1006,672988786805112832,304
1478,1733,667524857454854144,1148
1479,26723,793286476301799424,10288
1480,3665,730427201120833536,1126
1481,2934,676101918813499392,1237
1482,758,667188689915760640,428
1483,3067,667866724293877760,1070
1484,5411,715200624753819648,2035
1485,3164,711008018775851008,673
1486,3741,709566166965075968,1304
1487,4035,701952816642965504,1107
1488,4398,700462010979500032,1954
1489,1541,698703483621523456,411
1490,3203,697881462549430272,1287
1491,1567,696754882863349760,387
1492,37911,694669722378485760,15666
1493,2862,693647888581312512,644
1494,3119,685641971164143616,842
1495,1452,699423671849451520,360
1496,2386,687096057537363968,657
1497,5623,712438159032893441,1687
1498,3110,712092745624633345,972
1499,2860,694925794720792577,991
1500,4426,682259524040966145,1325
1501,1096,675820929667219457,244
1502,1349,675135153782571009,526
1503,1745,674638615994089473,614
1504,1464,674318007229923329,548
1505,1591,675822767435051008,568
1506,1304,673688752737402881,521
1507,848,668274247790391296,238
1508,953,671538301157904385,414
1509,4016,739844404073074688,925
1510,242,666804364988780544,94
1511,4966,749774190421639168,1432
1512,2580,689905486972461056,751
1513,1144,672604026190569472,426
1514,8155,770069151037685760,2546
1515,5434,756651752796094464,1450
1516,3748,726828223124897792,1090
1517,9531,779377524342161408,3452
1518,5209,730573383004487680,2334
1519,3080,746906459439529985,326
1520,0,782021823840026624,6948
1521,5178,746790600704425984,1731
1522,23910,818627210458333184,8263
1523,0,820446719150292993,2857
1524,2466,819238181065359361,448
1525,0,798665375516884993,4343
1526,8321,796865951799083009,2123
1527,9693,793210959003287553,3149
1528,3304,749036806121881602,851
1529,15576,737310737551491075,8033
1530,0,841833993020538882,16654
1531,48563,819006400881917954,20961
1532,678,669037058363662336,326
1533,10198,793165685325201412,3103
1534,8163,789628658055020548,1984
1535,13218,767191397493538821,4207
1536,13550,763837565564780549,4599
1537,17641,755206590534418437,5900
1538,16913,823322678127919110,4444
1539,3043,692017291282812928,1038
1540,2799,679527802031484928,788
1541,13052,780601303617732608,3698
1542,6116,760190180481531904,1994
1543,4011,754449512966619136,808
1544,260,670676092097810432,45
1545,1339,668256321989451776,645
1546,1038,669328503091937280,434
1547,3905,686618349602762752,1473
1548,153,666099513787052032,67
1549,5211,817908911860748288,874
1550,2415,707411934438625280,649
1551,1900,692901601640583168,658
1552,2656,734776360183431168,586
1553,2814,690360449368465409,966
1554,6770,720389942216527872,2729
1555,2949,681981167097122816,1120
1556,2717,680070545539371008,952
1557,646,670420569653809152,330
1558,3466,750011400160841729,996
1559,4487,680497766108381184,2075
1560,6158,749075273010798592,2259
1561,25815,842163532590374912,6271
1562,10687,834089966724603904,2326
1563,5046,759557299618865152,1290
1564,7699,742465774154047488,4218
1565,3892,741438259667034112,908
1566,71398,830583320585068544,18504
1567,12269,792883833364439040,4763
1568,28796,786963064373534720,8919
1569,19708,786709082849828864,6789
1570,3035,679854723806179328,1343
1571,958,674664755118911488,270
1572,1489,725458796924002305,671
1573,5354,746542875601690625,2032
1574,5437,751132876104687617,1430
1575,1573,692423280028966913,251
1576,3234,682662431982772225,1172
1577,2873,680115823365742593,989
1578,12633,775842724423557120,2975
1579,5792,747439450712596480,2096
1580,1676,694342028726001664,529
1581,3395,702332542343577600,1689
1582,2695,698907974262222848,675
1583,2672,721001180231503872,662
1584,3641,669625907762618368,1892
1585,3822,737322739594330112,878
1586,11260,798209839306514432,2849
1587,6710,770293558247038976,1646
1588,2829,695051054296211456,853
1589,28001,703041949650034688,13585
1590,2611,703407252292673536,761
1591,7828,703079050210877440,3358
1592,4048,705428427625635840,1833
1593,3101,704054845121142784,998
1594,26579,801167903437357056,6657
1595,21423,847251039262605312,4605
1596,27036,841680585030541313,8387
1597,0,840761248237133825,1901
1598,9492,840632337062862849,1901
1599,4814,710997087345876993,1503
1600,2505,710296729921429505,796
1601,2162,709158332880297985,450
1602,3633,707693576495472641,1080
1603,4625,708026248782585858,2081
1604,6584,674063288070742018,2354
1605,749,672591271085670400,195
1606,109,666049248165822465,40
1607,2936,679148763231985668,1114
1608,875,673709992831262724,287
1609,987,670733412878163972,530
1610,7905,763103485927849985,2502
1611,30321,887101392804085760,5931
1612,1287,671874878652489728,580
1613,1390,671547767500775424,623
1614,1246,675146535592706048,331
1615,1367,672594978741354496,633
1616,2239,685973236358713344,579
1617,572,670408998013820928,233
1618,7478,742534281772302336,3854
1619,918,672898206762672129,440
1620,4087,718234618122661888,1082
1621,2843,710833117892898816,582
1622,8712,799422933579902976,2133
1623,8336,745074613265149952,3835
1624,5132,696886256886657024,1936
1625,1260,676582956622721024,303
1626,293,667832474953625600,63
1627,8410,782598640137187329,2090
1628,258,712309440758808576,25
1629,2542,710269109699739648,1218
1630,2926,707297311098011648,862
1631,7773,714962719905021952,4617
1632,12761,789530877013393408,3770
1633,12111,777684233540206592,3269
1634,5797,769212283578875904,1897
1635,13746,747648653817413632,6370
1636,2216,835246439529840640,79
1637,6135,758740312047005698,1754
1638,803,667443425659232256,597
1639,0,872668790621863937,28
1640,14169,832998151111966721,2429
1641,0,802624713319034886,3269
1642,7506,793180763617361921,2223
1643,5712,739606147276148736,1802
1644,3358,705591895322394625,1243
1645,2407,698342080612007937,1028
1646,4849,695629776980148225,2275
1647,2487,687102708889812993,1075
1648,3554,685315239903100929,1172
1649,2297,680805554198020098,720
1650,1261,672614745925664768,615
1651,383,667728196545200128,153
1652,2304,684200372118904832,1122
1653,22422,781524693396357120,6167
1654,6503,764259802650378240,1673
1655,3620,697463031882764288,1496
1656,2973,690021994562220032,1122
1657,591,669006782128353280,261
1658,1395,672466075045466113,565
1659,6669,804475857670639616,2240
1660,4097,758474966123810816,1088
1661,319,666430724426358785,198
1662,21154,739979191639244800,6418
1663,3908,724983749226668032,1410
1664,4779,710272297844797440,1362
1665,2460,698549713696649216,669
1666,3296,707995814724026368,1210
1667,8537,704364645503647744,3848
1668,15448,706904523814649856,8480
1669,2405,707420581654872064,751
1670,2328,707038192327901184,860
1671,4578,724049859469295616,1910
1672,5589,723179728551723008,2026
1673,5847,716791146589110272,1498
1674,1301,716730379797970944,460
1675,4123,715696743237730304,1393
1676,2690,710844581445812225,743
1677,17459,708810915978854401,7525
1678,4430,724004602748780546,1709
1679,8143,723688335806480385,3218
1680,2551,715220193576927233,709
1681,22655,843235543001513987,6550
1682,3453,714251586676113411,910
1683,2615,707315916783140866,692
1684,5422,704847917308362754,1660
1685,2609,677687604918272002,909
1686,630,670822709593571328,101
1687,2032,670804601705242624,994
1688,431,666055525042405380,249
1689,13553,681694085539872773,4402
1690,3302,685268753634967552,1314
1691,1072,673711475735838725,314
1692,1288,672984142909456390,567
1693,0,799774291445383169,5240
1694,0,778774459159379968,11060
1695,3482,697259378236399616,1078
1696,896,674805413498527744,375
1697,308,667924896115245057,114
1698,29947,887705289381826560,5366
1699,50190,881666595344535552,10628
1700,126,881633300179243008,7
1701,22593,877556246731214848,3812
1702,0,849668094696017920,5295
1703,40748,844704788403113984,11152
1704,2772,709409458133323776,752
1705,1893,708853462201716736,708
1706,3515,706681918348251136,1048
1707,42161,739544079319588864,23264
1708,2290,692158366030913536,862
1709,509,668154635664932864,326
1710,13108,785170936622350336,5415
1711,4051,726887082820554753,1628
1712,3697,709852847387627521,1290
1713,6060,857393404942143489,1708
1714,2751,700864154249383937,664
1715,2080,699775878809702401,659
1716,2368,693262851218264065,545
1717,3389,692535307825213440,1472
1718,1964,692530551048294401,456
1719,2173,687460506001633280,589
1720,2991,679001094530465792,1336
1721,1486,671735591348891648,788
1722,103,666268910803644416,35
1723,2597,693629975228977152,869
1724,6810,780543529827336192,1924
1725,837,669753178989142016,422
1726,116,886267009285017600,4
1727,7217,873213775632977920,1593
1728,0,851953902622658560,10244
1729,2996,688116655151435777,851
1730,768,670679630144274432,302
1731,477,668542336805281792,223
1732,246,667861340749471744,80
1733,36939,883117836046086144,6648
1734,390,666781792255496192,200
1735,670,675706639471788032,103
1736,3493,703769065844768768,1231
1737,5813,687127927494963200,2483
1738,3240,685532292383666176,1248
1739,715,667793409583771648,338
1740,11940,796387464403357696,4653
1741,4631,687312378585812992,2067
1742,1577,670474236058800128,800
1743,6904,670444955656130560,2068
1744,956,671138694582165504,421
1745,26935,877201837425926144,5584
1746,18634,876484053909872640,2394
1747,28866,888917238123831296,4477
1748,188,666691418707132416,47
1749,4931,721503162398597120,2026
1750,4018,712097430750289920,1115
1751,9409,711732680602345472,4456
1752,51,707983188426153984,2
1753,4307,707021089608753152,1485
1754,2885,706265994973601792,995
1755,4095,703611486317502464,1648
1756,7034,704761120771465216,3142
1757,2740,705223444686888960,875
1758,3332,705970349788291072,964
1759,0,845098359547420673,8263
1760,3150,709918798883774466,1157
1761,3136,705475953783398401,1001
1762,1970,704113298707505153,611
1763,3724,703382836347330562,1240
1764,1288,677698403548192770,343
1765,1366,676949632774234114,425
1766,12177,676470639084101634,5005
1767,104,666447344410484738,20
1768,1539,680440374763077632,548
1769,6205,751830394383790080,2146
1770,5101,719991154352222208,1891
1771,2343,828361771580813312,186
1772,0,793614319594401792,3496
1773,10670,793226087023144960,3196
1774,0,790723298204217344,2592
1775,0,786729988674449408,2697
1776,31644,783334639985389568,13059
1777,8074,782747134529531904,1555
1778,411,667073648344346624,125
1779,393,667192066997374976,109
1780,9711,784517518371221505,2826
1781,8809,783085703974514689,2472
1782,5144,718454725339934721,1627
1783,1842,693942351086120961,399
1784,5229,676776431406465024,2162
1785,2897,672256522047614977,1628
1786,864,671528761649688577,269
1787,783,670704688707301377,387
1788,15751,759923798737051648,6249
1789,997,670465786746662913,581
1790,2928,710140971284037632,966
1791,1239,674008982932058114,370
1792,759,673350198937153538,222
1793,1178,672264251789176834,356
1794,651,670069087419133954,255
1795,1583,734559631394082816,429
1796,4219,678446151570427904,1705
1797,1058,672538107540070400,389
1798,1492,668623201287675904,811
1799,10714,675798442703122432,3617
1800,2172,676263575653122048,586
1801,3162,684147889187209216,1628
1802,11810,786363235746385920,3909
1803,1995,699370870310113280,476
1804,192,667177989038297088,55
1805,7299,677547928504967168,3910
1806,3409,682047327939461121,1048
1807,6373,752173152931807232,2024
1808,4851,750383411068534784,1241
1809,2934,716285507865542656,1172
1810,2534,709225125749587968,622
1811,2862,718460005985447936,575
1812,1856,697630435728322560,583
1813,3301,673906403526995968,1714
1814,4940,728760639972315136,1838
1815,9150,778039087836069888,2927
1816,9391,821149554670182400,2225
1817,2809,700167517596164096,811
1818,10922,808838249661788160,3385
1819,1574,709519240576036864,259
1820,17608,795076730285391872,6059
1821,10016,741067306818797568,3354
1822,45989,808344865868283904,23135
1823,5466,742150209887731712,1694
1824,1908,801854953262350336,261
1825,6480,730924654643314689,2144
1826,13853,811627233043480576,3494
1827,8360,801958328846974976,1908
1828,14874,804738756058218496,4305
1829,10498,830097400375152640,3311
1830,0,806242860592926720,13059
1831,34359,762035686371364864,17182
1832,3586,708130923141795840,909
1833,0,796904159865868288,9952
1834,4853,757725642876129280,1338
1835,14803,812372279581671427,4090
1836,2753,702932127499816960,783
1837,5768,810984652412424192,1593
1838,3738,732726085725589504,957
1839,48326,804026241225523202,18088
1840,25569,831939777352105988,6733
1841,21545,827933404142436356,5747
1842,19491,822489057087389700,7083
1843,8549,808733504066486276,2410
1844,12639,797971864723324932,3506
1845,2635,740365076218183684,471
1846,667,670442337873600512,205
1847,925,668988183816871936,494
1848,6382,668237644992782336,2966
1849,339,667090893657276420,129
1850,5407,738537504001953792,1696
1851,2477,690690673629138944,859
1852,4666,719339463458033665,1353
1853,3612,704480331685040129,1147
1854,6805,740995100998766593,3002
1855,2375,689623661272240129,703
1856,2541,687807801670897665,760
1857,4133,683449695444799489,1744
1858,5274,682059653698686977,1844
1859,2819,681320187870711809,822
1860,1589,676496375194980353,571
1861,1017,675006312288268288,241
1862,3565,671882082306625538,1439
1863,0,835536468978302976,1858
1864,2059,696100768806522880,721
1865,753,670797304698376195,247
1866,1388,690649993829576704,305
1867,601,671486386088865792,214
1868,606,670691627984359425,253
1869,165,666428276349472768,83
1870,109,666407126856765440,40
1871,149,666287406224695296,64
1872,9331,738166403467907072,3702
1873,21764,784183165795655680,8990
1874,566,668986018524233728,174
1875,456,669972011175813120,168
